timestamp,client_ip,query_domain,query_type,response_code,bytes_out
2026-06-10 10:39:44,192.168.1.12,raw.githubusercontent.com,AAAA,NOERROR,2957
2026-06-10 10:39:46,192.168.1.13,8.8.8.8.in-addr.arpa,A,NOERROR,1121
2026-06-10 10:39:51,192.168.1.30,character.ai,A,NOERROR,221
2026-06-10 10:39:54,192.168.1.10,salesforce.com,A,NXDOMAIN,2353
2026-06-10 10:40:35,192.168.1.10,huggingface.co,CNAME,NOERROR,7297
2026-06-10 10:41:14,192.168.1.61,confluence.atlassian.com,A,NOERROR,2687
2026-06-10 10:41:54,192.168.1.51,otter.ai,A,NOERROR,4562
2026-06-10 10:42:00,192.168.1.10,8.8.8.8.in-addr.arpa,A,NOERROR,863
2026-06-10 10:43:23,192.168.1.13,copilot.github.com,A,NOERROR,1669
2026-06-10 10:43:24,192.168.1.31,ocsp.digicert.com,AAAA,NOERROR,2917
2026-06-10 10:43:50,192.168.1.61,ocsp.digicert.com,A,NOERROR,189
2026-06-10 10:43:58,192.168.1.31,linkedin.com,AAAA,NOERROR,1510
2026-06-10 10:44:06,192.168.1.60,google.com,CNAME,NXDOMAIN,1703
2026-06-10 10:45:07,192.168.1.10,github.com,A,NOERROR,884
2026-06-10 10:45:40,192.168.1.50,linkedin.com,CNAME,NOERROR,2080
2026-06-10 10:45:59,192.168.1.31,character.ai,A,NOERROR,6000
2026-06-10 10:46:35,192.168.1.61,office365.com,CNAME,NOERROR,1633
2026-06-10 10:46:40,192.168.1.31,grammarly.com,A,NOERROR,846
2026-06-10 10:46:53,192.168.1.13,zoom.us,A,NOERROR,1027
2026-06-10 10:47:02,192.168.1.40,salesforce.com,AAAA,NOERROR,2793
2026-06-10 10:47:22,192.168.1.11,office365.com,A,NOERROR,2650
2026-06-10 10:48:05,192.168.1.51,cdn.jsdelivr.net,AAAA,NOERROR,2348
2026-06-10 10:48:08,192.168.1.20,midjourney.com,AAAA,NOERROR,5584
2026-06-10 10:49:05,192.168.1.61,office365.com,A,NOERROR,251
2026-06-10 10:49:14,192.168.1.12,downloads.slack-edge.com,A,NOERROR,2630
2026-06-10 10:49:57,192.168.1.51,zoom.us,CNAME,NOERROR,1010
2026-06-10 10:50:25,192.168.1.13,us-east.api.openai.com,A,NOERROR,2246
2026-06-10 10:50:50,192.168.1.40,mail.google.com,AAAA,NOERROR,1803
2026-06-10 10:50:58,192.168.1.13,www.linkedin.com,A,NOERROR,569
2026-06-10 10:52:39,192.168.1.10,www.linkedin.com,A,NXDOMAIN,1078
2026-06-10 10:53:05,192.168.1.11,downloads.slack-edge.com,A,NOERROR,1895
2026-06-10 10:53:50,192.168.1.40,us02web.zoom.us,A,NOERROR,1227
2026-06-10 10:54:03,192.168.1.31,jira.atlassian.com,A,NOERROR,2226
2026-06-10 10:54:53,192.168.1.31,character.ai,AAAA,NOERROR,6396
2026-06-10 10:55:16,192.168.1.11,office365.com,A,NOERROR,2606
2026-06-10 10:57:23,192.168.1.40,confluence.atlassian.com,A,NXDOMAIN,731
2026-06-10 10:57:45,192.168.1.13,us-east.api.openai.com,A,NOERROR,3656
2026-06-10 10:58:03,192.168.1.21,us02web.zoom.us,AAAA,NOERROR,1348
2026-06-10 11:00:30,192.168.1.12,www.google.com,A,NOERROR,2898
2026-06-10 11:00:36,192.168.1.61,microsoft.com,A,NOERROR,1979
2026-06-10 11:00:46,192.168.1.10,jira.atlassian.com,A,NOERROR,651
2026-06-10 11:00:56,192.168.1.13,copilot.github.com,A,NOERROR,2482
2026-06-10 11:02:01,192.168.1.31,character.ai,A,NOERROR,3156
2026-06-10 11:02:42,192.168.1.10,cdn.jsdelivr.net,AAAA,NXDOMAIN,2212
2026-06-10 11:04:17,192.168.1.21,raw.githubusercontent.com,A,NXDOMAIN,1106
2026-06-10 11:05:28,192.168.1.30,writesonic.com,AAAA,NOERROR,3004
2026-06-10 11:05:59,192.168.1.51,amazon.com,A,NOERROR,1458
2026-06-10 11:07:30,192.168.1.11,copilot.github.com,A,NOERROR,578
2026-06-10 11:08:05,192.168.1.13,cloudflare.com,A,NOERROR,946
2026-06-10 11:08:14,192.168.1.50,www.youtube.com,A,NXDOMAIN,210
2026-06-10 11:08:47,192.168.1.40,google.com,CNAME,NOERROR,469
2026-06-10 11:09:42,192.168.1.40,chat.openai.com,A,NOERROR,3468
2026-06-10 11:11:24,192.168.1.12,fonts.googleapis.com,AAAA,NOERROR,736
2026-06-10 11:11:52,192.168.1.21,zoom.us,A,NOERROR,2404
2026-06-10 11:11:56,192.168.1.61,office365.com,AAAA,NOERROR,1700
2026-06-10 11:12:22,192.168.1.13,us-east.api.openai.com,AAAA,NOERROR,4202
2026-06-10 11:12:36,192.168.1.40,youtube.com,A,NXDOMAIN,2078
2026-06-10 11:12:42,192.168.1.30,youtube.com,AAAA,NOERROR,355
2026-06-10 11:14:07,192.168.1.40,raw.githubusercontent.com,A,NOERROR,345
2026-06-10 11:14:22,192.168.1.60,cdn.jsdelivr.net,A,NOERROR,1583
2026-06-10 11:16:02,192.168.1.12,dropbox.com,A,NOERROR,2039
2026-06-10 11:16:16,192.168.1.50,office365.com,CNAME,NOERROR,415
2026-06-10 11:17:59,192.168.1.51,s3.amazonaws.com,A,NOERROR,2717
2026-06-10 11:20:11,192.168.1.30,linkedin.com,A,NOERROR,1581
2026-06-10 11:20:26,192.168.1.12,api.openai.com,A,NOERROR,5569
2026-06-10 11:20:53,192.168.1.30,cloudflare.com,A,NXDOMAIN,1631
2026-06-10 11:21:11,192.168.1.51,claude.ai,A,NOERROR,2964
2026-06-10 11:21:21,192.168.1.13,cloudflare.com,A,NOERROR,1093
2026-06-10 11:21:40,192.168.1.10,huggingface.co,A,NOERROR,6645
2026-06-10 11:21:41,192.168.1.50,claude.ai,A,NOERROR,2988
2026-06-10 11:22:49,192.168.1.13,us-east.api.openai.com,A,NOERROR,7845
2026-06-10 11:23:02,192.168.1.51,zoom.us,A,NOERROR,1302
2026-06-10 11:24:36,192.168.1.13,slack.com,CNAME,NOERROR,2464
2026-06-10 11:24:58,192.168.1.21,midjourney.com,A,NOERROR,3916
2026-06-10 11:25:20,192.168.1.20,s3.amazonaws.com,CNAME,NOERROR,1942
2026-06-10 11:25:28,192.168.1.31,8.8.8.8.in-addr.arpa,A,NOERROR,541
2026-06-10 11:25:38,192.168.1.10,www.google.com,A,NXDOMAIN,1273
2026-06-10 11:27:13,192.168.1.21,login.salesforce.com,A,NOERROR,1621
2026-06-10 11:27:23,192.168.1.13,github.com,AAAA,NOERROR,2912
2026-06-10 11:28:33,192.168.1.61,raw.githubusercontent.com,CNAME,NXDOMAIN,435
2026-06-10 11:28:36,192.168.1.61,www.linkedin.com,AAAA,NOERROR,2399
2026-06-10 11:28:42,192.168.1.30,microsoft.com,CNAME,NOERROR,1319
2026-06-10 11:31:10,192.168.1.12,www.google.com,CNAME,NOERROR,1925
2026-06-10 11:31:16,192.168.1.51,linkedin.com,A,NOERROR,676
2026-06-10 11:31:41,192.168.1.60,office365.com,A,NOERROR,2366
2026-06-10 11:31:46,192.168.1.51,raw.githubusercontent.com,CNAME,NOERROR,1202
2026-06-10 11:31:59,192.168.1.10,huggingface.co,CNAME,NOERROR,6616
2026-06-10 11:32:00,192.168.1.20,api.runway.ml,A,NOERROR,1751
2026-06-10 11:32:12,192.168.1.10,zoom.us,A,NOERROR,2343
2026-06-10 11:32:35,192.168.1.61,linkedin.com,A,NOERROR,2253
2026-06-10 11:32:52,192.168.1.51,www.youtube.com,CNAME,NOERROR,2851
2026-06-10 11:33:05,192.168.1.60,confluence.atlassian.com,A,NOERROR,370
2026-06-10 11:33:15,192.168.1.40,dropbox.com,A,NOERROR,1062
2026-06-10 11:33:48,192.168.1.11,api.openai.com,CNAME,NOERROR,1039
2026-06-10 11:35:36,192.168.1.20,fonts.googleapis.com,A,NOERROR,2927
2026-06-10 11:36:23,192.168.1.12,zoom.us,A,NOERROR,459
2026-06-10 11:36:41,192.168.1.20,confluence.atlassian.com,A,NOERROR,482
2026-06-10 11:37:09,192.168.1.10,login.salesforce.com,A,NOERROR,1791
2026-06-10 11:38:28,192.168.1.60,grammarly.com,A,NOERROR,3755
2026-06-10 11:38:35,192.168.1.11,copilot.github.com,A,NOERROR,5606
2026-06-10 11:39:29,192.168.1.13,cloudflare.com,A,NOERROR,189
2026-06-10 11:40:02,192.168.1.30,character.ai,CNAME,NOERROR,6929
2026-06-10 11:40:03,192.168.1.10,chat.openai.com,A,NOERROR,7242
2026-06-10 11:40:21,192.168.1.13,8.8.8.8.in-addr.arpa,A,NXDOMAIN,1558
2026-06-10 11:40:39,192.168.1.61,s3.amazonaws.com,A,NOERROR,2512
2026-06-10 11:40:57,192.168.1.13,ocsp.digicert.com,CNAME,NXDOMAIN,2047
2026-06-10 11:41:08,192.168.1.61,zoom.us,A,NOERROR,2215
2026-06-10 11:41:20,192.168.1.30,chat.openai.com,A,NOERROR,258
2026-06-10 11:41:20,192.168.1.60,otter.ai,A,NOERROR,3452
2026-06-10 11:41:35,192.168.1.30,cdn.jsdelivr.net,A,NOERROR,2072
2026-06-10 11:42:19,192.168.1.40,salesforce.com,A,NOERROR,2255
2026-06-10 11:42:29,192.168.1.31,downloads.slack-edge.com,A,NOERROR,305
2026-06-10 11:42:32,192.168.1.61,google.com,AAAA,NOERROR,872
2026-06-10 11:43:02,192.168.1.50,outlook.office365.com,CNAME,NOERROR,1573
2026-06-10 11:43:36,192.168.1.50,grammarly.com,CNAME,NOERROR,2280
2026-06-10 11:43:57,192.168.1.11,downloads.slack-edge.com,AAAA,NXDOMAIN,1773
2026-06-10 11:44:05,192.168.1.50,raw.githubusercontent.com,A,NXDOMAIN,2057
2026-06-10 11:44:07,192.168.1.10,api.openai.com,AAAA,NOERROR,1828
2026-06-10 11:44:16,192.168.1.10,api.openai.com,A,NOERROR,2477
2026-06-10 11:44:29,192.168.1.12,huggingface.co,A,NOERROR,6660
2026-06-10 11:45:57,192.168.1.40,github.com,A,NOERROR,2163
2026-06-10 11:46:16,192.168.1.51,slack.com,CNAME,NOERROR,962
2026-06-10 11:46:32,192.168.1.12,copilot.github.com,A,NOERROR,6807
2026-06-10 11:47:31,192.168.1.30,mail.google.com,A,NOERROR,215
2026-06-10 11:47:44,192.168.1.51,login.salesforce.com,A,NOERROR,785
2026-06-10 11:47:53,192.168.1.51,perplexity.ai,A,NOERROR,5817
2026-06-10 11:48:04,192.168.1.30,writesonic.com,A,NOERROR,4693
2026-06-10 11:48:11,192.168.1.12,us-east.api.openai.com,A,NOERROR,4178
2026-06-10 11:49:31,192.168.1.40,cdn.jsdelivr.net,CNAME,NOERROR,2938
2026-06-10 11:49:53,192.168.1.12,huggingface.co,A,NOERROR,1627
2026-06-10 11:50:35,192.168.1.20,microsoft.com,A,NOERROR,2940
2026-06-10 11:51:19,192.168.1.51,google.com,A,NOERROR,1230
2026-06-10 11:52:29,192.168.1.51,claude.ai,CNAME,NOERROR,6031
2026-06-10 11:52:32,192.168.1.50,office365.com,A,NOERROR,2579
2026-06-10 11:53:03,192.168.1.50,grammarly.com,AAAA,NOERROR,1372
2026-06-10 11:54:32,192.168.1.10,linkedin.com,CNAME,NOERROR,881
2026-06-10 11:55:45,192.168.1.31,character.ai,CNAME,NOERROR,4964
2026-06-10 11:57:23,192.168.1.11,api.openai.com,A,NOERROR,3308
2026-06-10 11:57:26,192.168.1.13,copilot.github.com,AAAA,NOERROR,7161
2026-06-10 11:57:44,192.168.1.12,google.com,A,NOERROR,1054
2026-06-10 11:58:08,192.168.1.11,claude.ai,A,NOERROR,7422
2026-06-10 11:58:23,192.168.1.40,www.youtube.com,A,NOERROR,2384
2026-06-10 11:59:58,192.168.1.60,www.google.com,A,NOERROR,484
2026-06-10 12:00:03,192.168.1.12,copilot.github.com,AAAA,NOERROR,4169
2026-06-10 12:00:05,192.168.1.20,claude.ai,A,NOERROR,5289
2026-06-10 12:01:03,192.168.1.12,copilot.github.com,A,NOERROR,6650
2026-06-10 12:01:42,192.168.1.50,dropbox.com,A,NXDOMAIN,2386
2026-06-10 12:02:11,192.168.1.10,copilot.github.com,A,NOERROR,1292
2026-06-10 12:02:33,192.168.1.10,copilot.github.com,A,NOERROR,6590
2026-06-10 12:02:54,192.168.1.11,amazon.com,A,NOERROR,597
2026-06-10 12:03:04,192.168.1.10,dropbox.com,A,NOERROR,2371
2026-06-10 12:03:09,192.168.1.21,jira.atlassian.com,CNAME,NOERROR,606
2026-06-10 12:03:40,192.168.1.12,8.8.8.8.in-addr.arpa,A,NOERROR,935
2026-06-10 12:03:49,192.168.1.10,s3.amazonaws.com,CNAME,NOERROR,2389
2026-06-10 12:04:17,192.168.1.12,us-east.api.openai.com,A,NOERROR,5396
2026-06-10 12:04:47,192.168.1.30,raw.githubusercontent.com,AAAA,NOERROR,1545
2026-06-10 12:05:09,192.168.1.40,mail.google.com,AAAA,NOERROR,1159
2026-06-10 12:05:14,192.168.1.60,ocsp.digicert.com,CNAME,NXDOMAIN,715
2026-06-10 12:05:40,192.168.1.50,cdn.jsdelivr.net,A,NOERROR,1835
2026-06-10 12:05:46,192.168.1.31,character.ai,A,NOERROR,6934
2026-06-10 12:06:27,192.168.1.10,amazon.com,A,NOERROR,2326
2026-06-10 12:07:45,192.168.1.50,github.com,A,NOERROR,1709
2026-06-10 12:07:56,192.168.1.10,cloudflare.com,A,NXDOMAIN,399
2026-06-10 12:08:24,192.168.1.21,midjourney.com,A,NOERROR,5826
2026-06-10 12:08:31,192.168.1.13,zoom.us,CNAME,NOERROR,1942
2026-06-10 12:09:05,192.168.1.60,otter.ai,A,NOERROR,1182
2026-06-10 12:09:32,192.168.1.13,8.8.8.8.in-addr.arpa,A,NXDOMAIN,2593
2026-06-10 12:09:53,192.168.1.50,claude.ai,A,NOERROR,5163
2026-06-10 12:09:53,192.168.1.61,downloads.slack-edge.com,A,NXDOMAIN,1737
2026-06-10 12:10:06,192.168.1.60,s3.amazonaws.com,A,NOERROR,2306
2026-06-10 12:10:20,192.168.1.61,microsoft.com,CNAME,NOERROR,297
2026-06-10 12:11:00,192.168.1.60,outlook.office365.com,A,NOERROR,1308
2026-06-10 12:11:27,192.168.1.30,8.8.8.8.in-addr.arpa,A,NXDOMAIN,1247
2026-06-10 12:11:29,192.168.1.21,google.com,A,NOERROR,1538
2026-06-10 12:11:35,192.168.1.13,google.com,CNAME,NOERROR,2467
2026-06-10 12:11:36,192.168.1.11,salesforce.com,CNAME,NOERROR,2872
2026-06-10 12:11:40,192.168.1.21,cloudflare.com,A,NOERROR,1689
2026-06-10 12:15:14,192.168.1.51,jira.atlassian.com,CNAME,NOERROR,871
2026-06-10 12:15:18,192.168.1.11,copilot.github.com,AAAA,NOERROR,2374
2026-06-10 12:15:24,192.168.1.40,login.salesforce.com,AAAA,NOERROR,2606
2026-06-10 12:15:41,192.168.1.51,us02web.zoom.us,CNAME,NOERROR,354
2026-06-10 12:15:45,192.168.1.51,zoom.us,A,NXDOMAIN,2461
2026-06-10 12:16:21,192.168.1.60,perplexity.ai,CNAME,NOERROR,7902
2026-06-10 12:17:12,192.168.1.60,linkedin.com,CNAME,NOERROR,2132
2026-06-10 12:17:21,192.168.1.13,us02web.zoom.us,A,NXDOMAIN,254
2026-06-10 12:17:35,192.168.1.31,amazon.com,A,NOERROR,1200
2026-06-10 12:17:41,192.168.1.30,chat.openai.com,A,NOERROR,4358
2026-06-10 12:18:44,192.168.1.21,raw.githubusercontent.com,A,NOERROR,2221
2026-06-10 12:18:57,192.168.1.30,character.ai,A,NOERROR,1140
2026-06-10 12:19:03,192.168.1.30,character.ai,A,NOERROR,2164
2026-06-10 12:19:27,192.168.1.11,dropbox.com,AAAA,NOERROR,857
2026-06-10 12:19:28,192.168.1.40,gemini.google.com,AAAA,NOERROR,5874
2026-06-10 12:19:44,192.168.1.51,downloads.slack-edge.com,A,NOERROR,492
2026-06-10 12:19:51,192.168.1.10,huggingface.co,A,NOERROR,6276
2026-06-10 12:20:08,192.168.1.30,character.ai,A,NOERROR,688
2026-06-10 12:20:49,192.168.1.61,login.salesforce.com,A,NXDOMAIN,466
2026-06-10 12:21:19,192.168.1.61,mail.google.com,CNAME,NOERROR,423
2026-06-10 12:21:26,192.168.1.50,chat.openai.com,CNAME,NOERROR,2986
2026-06-10 12:22:00,192.168.1.40,confluence.atlassian.com,A,NOERROR,1785
2026-06-10 12:22:07,192.168.1.20,midjourney.com,A,NOERROR,2438
2026-06-10 12:23:13,192.168.1.30,confluence.atlassian.com,AAAA,NXDOMAIN,261
2026-06-10 12:23:21,192.168.1.21,google.com,A,NOERROR,1373
2026-06-10 12:24:15,192.168.1.31,www.linkedin.com,A,NOERROR,853
2026-06-10 12:24:22,192.168.1.30,character.ai,A,NOERROR,4054
2026-06-10 12:24:51,192.168.1.11,api.openai.com,CNAME,NOERROR,2856
2026-06-10 12:25:54,192.168.1.31,character.ai,A,NOERROR,2088
2026-06-10 12:26:06,192.168.1.10,mail.google.com,CNAME,NOERROR,2324
2026-06-10 12:26:08,192.168.1.40,jira.atlassian.com,A,NOERROR,547
2026-06-10 12:26:17,192.168.1.11,linkedin.com,A,NOERROR,2156
2026-06-10 12:26:20,192.168.1.51,ocsp.digicert.com,CNAME,NOERROR,541
2026-06-10 12:26:54,192.168.1.30,jira.atlassian.com,A,NOERROR,2757
2026-06-10 12:27:12,192.168.1.50,notion.so,CNAME,NOERROR,3673
2026-06-10 12:27:21,192.168.1.31,character.ai,A,NOERROR,858
2026-06-10 12:27:40,192.168.1.50,perplexity.ai,A,NOERROR,7687
2026-06-10 12:28:07,192.168.1.51,claude.ai,A,NOERROR,437
2026-06-10 12:28:22,192.168.1.31,notion.so,AAAA,NOERROR,1132
2026-06-10 12:28:32,192.168.1.61,amazon.com,A,NOERROR,1557
2026-06-10 12:29:48,192.168.1.30,grammarly.com,AAAA,NOERROR,7286
2026-06-10 12:30:59,192.168.1.51,salesforce.com,A,NOERROR,2361
2026-06-10 12:31:25,192.168.1.40,youtube.com,AAAA,NXDOMAIN,2441
2026-06-10 12:31:34,192.168.1.50,microsoft.com,A,NOERROR,136
2026-06-10 12:34:16,192.168.1.20,midjourney.com,A,NOERROR,7123
2026-06-10 12:34:24,192.168.1.13,microsoft.com,A,NOERROR,2144
2026-06-10 12:35:27,192.168.1.50,claude.ai,AAAA,NOERROR,283
2026-06-10 12:35:40,192.168.1.31,office365.com,A,NXDOMAIN,2636
2026-06-10 12:36:09,192.168.1.61,salesforce.com,A,NOERROR,2409
2026-06-10 12:36:12,192.168.1.31,ocsp.digicert.com,CNAME,NOERROR,1033
2026-06-10 12:36:30,192.168.1.12,www.youtube.com,A,NOERROR,2666
2026-06-10 12:39:36,192.168.1.11,github.com,A,NXDOMAIN,2030
2026-06-10 12:40:37,192.168.1.50,confluence.atlassian.com,CNAME,NXDOMAIN,2444
2026-06-10 12:40:52,192.168.1.21,zoom.us,CNAME,NXDOMAIN,2096
2026-06-10 12:41:12,192.168.1.61,jira.atlassian.com,A,NOERROR,941
2026-06-10 12:41:16,192.168.1.12,us-east.api.openai.com,A,NOERROR,7030
2026-06-10 12:41:26,192.168.1.50,mail.google.com,A,NOERROR,2090
2026-06-10 12:41:44,192.168.1.51,www.google.com,A,NXDOMAIN,1051
2026-06-10 12:42:36,192.168.1.31,grammarly.com,AAAA,NOERROR,6769
2026-06-10 12:43:08,192.168.1.10,youtube.com,CNAME,NOERROR,834
2026-06-10 12:44:10,192.168.1.60,mail.google.com,A,NOERROR,2786
2026-06-10 12:44:20,192.168.1.11,linkedin.com,CNAME,NXDOMAIN,1655
2026-06-10 12:44:41,192.168.1.31,character.ai,CNAME,NOERROR,7241
2026-06-10 12:45:57,192.168.1.13,8.8.8.8.in-addr.arpa,CNAME,NXDOMAIN,1406
2026-06-10 12:46:10,192.168.1.10,google.com,A,NXDOMAIN,2568
2026-06-10 12:46:31,192.168.1.61,salesforce.com,A,NOERROR,1476
2026-06-10 12:47:39,192.168.1.31,cloudflare.com,AAAA,NXDOMAIN,2246
2026-06-10 12:48:02,192.168.1.31,salesforce.com,A,NOERROR,1989
2026-06-10 12:48:08,192.168.1.30,google.com,AAAA,NOERROR,1085
2026-06-10 12:48:14,192.168.1.60,slack.com,AAAA,NOERROR,1211
2026-06-10 12:48:29,192.168.1.50,cdn.jsdelivr.net,A,NXDOMAIN,1093
2026-06-10 12:48:35,192.168.1.20,ocsp.digicert.com,A,NOERROR,2970
2026-06-10 12:48:47,192.168.1.40,gemini.google.com,A,NOERROR,7038
2026-06-10 12:49:02,192.168.1.10,slack.com,A,NXDOMAIN,1282
2026-06-10 12:49:51,192.168.1.31,office365.com,A,NOERROR,1448
2026-06-10 12:50:31,192.168.1.13,www.google.com,A,NOERROR,1392
2026-06-10 12:50:53,192.168.1.11,s3.amazonaws.com,A,NOERROR,2389
2026-06-10 12:51:23,192.168.1.30,character.ai,A,NOERROR,5867
2026-06-10 12:51:54,192.168.1.40,jira.atlassian.com,A,NOERROR,2421
2026-06-10 12:52:15,192.168.1.21,www.linkedin.com,A,NOERROR,647
2026-06-10 12:52:28,192.168.1.30,grammarly.com,CNAME,NOERROR,3442
2026-06-10 12:52:56,192.168.1.11,copilot.github.com,A,NOERROR,3644
2026-06-10 12:54:05,192.168.1.12,us-east.api.openai.com,A,NOERROR,4944
2026-06-10 12:56:53,192.168.1.12,linkedin.com,A,NXDOMAIN,1693
2026-06-10 12:57:05,192.168.1.30,grammarly.com,A,NOERROR,2857
2026-06-10 12:57:15,192.168.1.10,fonts.googleapis.com,A,NOERROR,2545
2026-06-10 12:57:37,192.168.1.12,jira.atlassian.com,CNAME,NOERROR,1580
2026-06-10 12:58:02,192.168.1.13,github.com,A,NOERROR,2925
2026-06-10 12:58:09,192.168.1.21,www.linkedin.com,CNAME,NOERROR,2062
2026-06-10 12:58:13,192.168.1.20,www.google.com,AAAA,NXDOMAIN,817
2026-06-10 12:58:43,192.168.1.13,copilot.github.com,AAAA,NOERROR,7029
2026-06-10 12:58:54,192.168.1.20,s3.amazonaws.com,A,NOERROR,784
2026-06-10 12:58:56,192.168.1.31,cdn.jsdelivr.net,AAAA,NXDOMAIN,1566
2026-06-10 12:59:13,192.168.1.51,otter.ai,A,NOERROR,6460
2026-06-10 12:59:24,192.168.1.11,claude.ai,AAAA,NOERROR,6611
2026-06-10 12:59:36,192.168.1.12,confluence.atlassian.com,AAAA,NOERROR,1793
2026-06-10 12:59:58,192.168.1.31,raw.githubusercontent.com,CNAME,NOERROR,1318
2026-06-10 12:59:59,192.168.1.31,grammarly.com,A,NOERROR,7190
2026-06-10 13:00:01,192.168.1.51,youtube.com,AAAA,NOERROR,2494
2026-06-10 13:00:13,192.168.1.13,youtube.com,A,NOERROR,2663
2026-06-10 13:00:46,192.168.1.13,slack.com,CNAME,NOERROR,1833
2026-06-10 13:01:20,192.168.1.31,cloudflare.com,CNAME,NOERROR,722
2026-06-10 13:01:56,192.168.1.11,github.com,AAAA,NOERROR,514
2026-06-10 13:02:17,192.168.1.60,jira.atlassian.com,AAAA,NOERROR,980
2026-06-10 13:02:42,192.168.1.40,www.youtube.com,A,NOERROR,1496
2026-06-10 13:02:48,192.168.1.13,cloudflare.com,CNAME,NOERROR,967
2026-06-10 13:06:16,192.168.1.21,login.salesforce.com,A,NOERROR,1343
2026-06-10 13:06:29,192.168.1.20,cloudflare.com,A,NOERROR,2665
2026-06-10 13:07:29,192.168.1.21,midjourney.com,A,NOERROR,250
2026-06-10 13:07:30,192.168.1.60,jira.atlassian.com,AAAA,NOERROR,1861
2026-06-10 13:07:34,192.168.1.12,s3.amazonaws.com,A,NOERROR,330
2026-06-10 13:08:41,192.168.1.40,salesforce.com,AAAA,NOERROR,1137
2026-06-10 13:08:51,192.168.1.51,jira.atlassian.com,CNAME,NOERROR,628
2026-06-10 13:09:02,192.168.1.21,ai.jasper.ai,A,NOERROR,1116
2026-06-10 13:09:25,192.168.1.20,gemini.google.com,AAAA,NOERROR,3542
2026-06-10 13:10:54,192.168.1.21,outlook.office365.com,CNAME,NOERROR,2351
2026-06-10 13:11:16,192.168.1.21,midjourney.com,A,NOERROR,4934
2026-06-10 13:11:23,192.168.1.21,midjourney.com,A,NOERROR,5648
2026-06-10 13:11:33,192.168.1.30,cloudflare.com,A,NOERROR,287
2026-06-10 13:13:10,192.168.1.12,us-east.api.openai.com,A,NOERROR,3442
2026-06-10 13:13:10,192.168.1.12,salesforce.com,A,NOERROR,2946
2026-06-10 13:13:32,192.168.1.31,character.ai,A,NOERROR,1149
2026-06-10 13:14:33,192.168.1.13,api.openai.com,A,NOERROR,742
2026-06-10 13:14:51,192.168.1.61,s3.amazonaws.com,A,NOERROR,2402
2026-06-10 13:15:35,192.168.1.10,salesforce.com,CNAME,NOERROR,2290
2026-06-10 13:15:57,192.168.1.40,cdn.jsdelivr.net,CNAME,NOERROR,1896
2026-06-10 13:16:16,192.168.1.51,mail.google.com,A,NOERROR,2885
2026-06-10 13:17:55,192.168.1.12,salesforce.com,AAAA,NOERROR,2531
2026-06-10 13:18:05,192.168.1.11,8.8.8.8.in-addr.arpa,CNAME,NOERROR,698
2026-06-10 13:18:07,192.168.1.20,microsoft.com,A,NOERROR,796
2026-06-10 13:18:17,192.168.1.50,raw.githubusercontent.com,A,NOERROR,339
2026-06-10 13:20:13,192.168.1.13,zoom.us,A,NOERROR,2176
2026-06-10 13:20:13,192.168.1.10,office365.com,A,NXDOMAIN,190
2026-06-10 13:20:17,192.168.1.60,mail.google.com,CNAME,NXDOMAIN,1687
2026-06-10 13:20:50,192.168.1.11,mail.google.com,A,NOERROR,1355
2026-06-10 13:21:17,192.168.1.61,downloads.slack-edge.com,A,NOERROR,2285
2026-06-10 13:21:28,192.168.1.21,gemini.google.com,CNAME,NOERROR,2156
2026-06-10 13:22:03,192.168.1.31,character.ai,A,NOERROR,948
2026-06-10 13:23:58,192.168.1.11,jira.atlassian.com,AAAA,NOERROR,1178
2026-06-10 13:24:18,192.168.1.20,midjourney.com,A,NOERROR,1474
2026-06-10 13:24:21,192.168.1.30,google.com,A,NOERROR,1688
2026-06-10 13:24:52,192.168.1.31,raw.githubusercontent.com,A,NOERROR,271
2026-06-10 13:26:03,192.168.1.13,amazon.com,A,NOERROR,2847
2026-06-10 13:26:21,192.168.1.21,amazon.com,A,NOERROR,405
2026-06-10 13:28:02,192.168.1.12,mail.google.com,CNAME,NOERROR,1557
2026-06-10 13:28:47,192.168.1.12,confluence.atlassian.com,CNAME,NXDOMAIN,482
2026-06-10 13:29:40,192.168.1.31,www.youtube.com,A,NOERROR,2772
2026-06-10 13:30:02,192.168.1.20,linkedin.com,CNAME,NXDOMAIN,146
2026-06-10 13:30:06,192.168.1.11,www.youtube.com,CNAME,NOERROR,1263
2026-06-10 13:30:54,192.168.1.10,chat.openai.com,AAAA,NOERROR,2149
2026-06-10 13:31:18,192.168.1.31,character.ai,CNAME,NOERROR,3917
2026-06-10 13:31:22,192.168.1.21,office365.com,CNAME,NOERROR,509
2026-06-10 13:31:38,192.168.1.13,github.com,A,NXDOMAIN,2312
2026-06-10 13:31:43,192.168.1.60,mail.google.com,A,NOERROR,1408
2026-06-10 13:31:50,192.168.1.50,ocsp.digicert.com,A,NXDOMAIN,274
2026-06-10 13:32:09,192.168.1.31,amazon.com,A,NOERROR,1351
2026-06-10 13:32:19,192.168.1.10,mail.google.com,A,NOERROR,829
2026-06-10 13:32:50,192.168.1.13,copilot.github.com,CNAME,NOERROR,7278
2026-06-10 13:33:11,192.168.1.12,www.google.com,A,NXDOMAIN,1486
2026-06-10 13:34:07,192.168.1.11,linkedin.com,CNAME,NOERROR,1532
2026-06-10 13:34:16,192.168.1.10,huggingface.co,A,NOERROR,6646
